image_id,filename,filepath,anomaly_class,triage_label,is_anomaly,maintenance_priority,width,height,image_mode,pixel_mean,pixel_std,split
17986,17986.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\17986.jpg,No-Anomaly,Normal,0,Low,24,40,L,155.28958333333333,17.926862288003875,train
3873,3873.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3873.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,179.89583333333334,11.954844874452457,train
12883,12883.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\12883.jpg,No-Anomaly,Normal,0,Low,24,40,L,135.53020833333332,8.796846260067518,train
14637,14637.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14637.jpg,No-Anomaly,Normal,0,Low,24,40,L,136.9125,11.034352137000765,train
735,735.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\735.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,206.57291666666666,23.498690030717082,train
3687,3687.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3687.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,141.57291666666666,25.505532402985086,train
5937,5937.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5937.jpg,Cell,Anomaly Detected,1,High,24,40,L,176.715625,9.77887634271145,train
19271,19271.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19271.jpg,No-Anomaly,Normal,0,Low,24,40,L,171.22708333333333,7.555109738430159,train
3274,3274.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3274.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,172.25416666666666,29.12197737057397,train
14655,14655.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14655.jpg,No-Anomaly,Normal,0,Low,24,40,L,153.75208333333333,19.765948092440585,train
12455,12455.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\12455.jpg,No-Anomaly,Normal,0,Low,24,40,L,196.12916666666666,11.860911964890764,train
19320,19320.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\19320.jpg,No-Anomaly,Normal,0,Low,24,40,L,100.50729166666666,13.667706348601333,train
2431,2431.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2431.jpg,Diode,Anomaly Detected,1,High,24,40,L,106.19375,15.705889371108535,train
3175,3175.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3175.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,156.90416666666667,15.44058448717391,train
4189,4189.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\4189.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,178.584375,22.681517017005458,train
14157,14157.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14157.jpg,No-Anomaly,Normal,0,Low,24,40,L,175.03645833333334,20.638498712921535,train
6827,6827.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6827.jpg,Hot-Spot,Anomaly Detected,1,High,24,40,L,126.02395833333334,14.12084927798598,train
14974,14974.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14974.jpg,No-Anomaly,Normal,0,Low,24,40,L,119.015625,8.572288542704042,train
8460,8460.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\8460.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,165.47604166666667,18.447093519890803,train
5195,5195.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5195.jpg,Cell,Anomaly Detected,1,High,24,40,L,132.95104166666667,17.5778239480393,train
10115,10115.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10115.jpg,No-Anomaly,Normal,0,Low,24,40,L,117.8875,12.028951620292323,train
5323,5323.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5323.jpg,Cell,Anomaly Detected,1,High,24,40,L,133.55520833333333,25.24622649110022,train
17881,17881.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\17881.jpg,No-Anomaly,Normal,0,Low,24,40,L,67.53541666666666,8.416550896481025,train
3525,3525.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3525.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,142.02708333333334,12.464420022329783,train
17831,17831.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\17831.jpg,No-Anomaly,Normal,0,Low,24,40,L,142.15729166666668,16.899680992993048,train
9701,9701.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9701.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,160.42604166666666,19.931569101091796,train
304,304.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\304.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,99.24895833333333,12.374852648884238,train
1116,1116.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1116.jpg,Diode,Anomaly Detected,1,High,24,40,L,156.61354166666666,11.927455370835133,train
10082,10082.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10082.jpg,No-Anomaly,Normal,0,Low,24,40,L,144.29791666666668,14.213285885386329,train
9590,9590.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9590.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,206.540625,18.372148747747907,train
11346,11346.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11346.jpg,No-Anomaly,Normal,0,Low,24,40,L,173.86145833333333,22.17173909597374,train
243,243.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\243.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,165.72708333333333,25.69457011042843,train
11962,11962.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11962.jpg,No-Anomaly,Normal,0,Low,24,40,L,175.57916666666668,15.914942642232662,train
14636,14636.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14636.jpg,No-Anomaly,Normal,0,Low,24,40,L,141.11354166666666,18.17881734207694,train
2678,2678.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2678.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,182.31145833333332,16.05958546704316,train
14116,14116.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14116.jpg,No-Anomaly,Normal,0,Low,24,40,L,195.60416666666666,19.98315914227667,train
14945,14945.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14945.jpg,No-Anomaly,Normal,0,Low,24,40,L,178.94166666666666,36.82250123528034,train
13992,13992.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13992.jpg,No-Anomaly,Normal,0,Low,24,40,L,111.0125,19.31546902744016,train
3241,3241.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3241.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,162.12708333333333,12.114492690976467,train
16517,16517.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16517.jpg,No-Anomaly,Normal,0,Low,24,40,L,130.89270833333333,9.660591605327832,train
28,28.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\28.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,112.41145833333333,12.08573858065491,train
13088,13088.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13088.jpg,No-Anomaly,Normal,0,Low,24,40,L,120.63541666666667,2.916618303170452,train
18294,18294.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18294.jpg,No-Anomaly,Normal,0,Low,24,40,L,97.67604166666666,20.924174838328288,train
8162,8162.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\8162.jpg,Soiling,Anomaly Detected,1,Moderate,24,40,L,215.11458333333334,28.794990084961924,train
14803,14803.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14803.jpg,No-Anomaly,Normal,0,Low,24,40,L,113.12604166666667,19.359207245260084,train
9407,9407.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9407.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,173.92083333333332,17.37976503405293,train
2362,2362.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2362.jpg,Diode,Anomaly Detected,1,High,24,40,L,118.79270833333334,12.034055363769268,train
5798,5798.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5798.jpg,Cell,Anomaly Detected,1,High,24,40,L,161.38854166666667,26.200430855997972,train
14278,14278.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14278.jpg,No-Anomaly,Normal,0,Low,24,40,L,132.36770833333333,9.506642357579807,train
94,94.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\94.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,190.73333333333332,19.594316069264124,train
7153,7153.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\7153.jpg,Cracking,Anomaly Detected,1,High,24,40,L,170.60416666666666,37.33993036021299,train
588,588.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\588.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,181.83125,11.196570461715796,train
2317,2317.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2317.jpg,Diode,Anomaly Detected,1,High,24,40,L,141.92395833333333,44.083059021181036,train
3073,3073.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3073.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,192.384375,15.272973325214327,train
13786,13786.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13786.jpg,No-Anomaly,Normal,0,Low,24,40,L,119.16875,10.366545877846681,train
15768,15768.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15768.jpg,No-Anomaly,Normal,0,Low,24,40,L,120.92604166666666,15.740465002605985,train
13125,13125.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13125.jpg,No-Anomaly,Normal,0,Low,24,40,L,165.04895833333333,23.356759794149472,train
4005,4005.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\4005.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,128.06041666666667,18.531687272337678,train
8181,8181.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\8181.jpg,Soiling,Anomaly Detected,1,Moderate,24,40,L,133.6125,24.783055577349618,train
17266,17266.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\17266.jpg,No-Anomaly,Normal,0,Low,24,40,L,76.67291666666667,10.050461008981406,train
16723,16723.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16723.jpg,No-Anomaly,Normal,0,Low,24,40,L,151.509375,17.473787381180657,train
6853,6853.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6853.jpg,Hot-Spot,Anomaly Detected,1,High,24,40,L,189.946875,15.651820002831672,train
1376,1376.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1376.jpg,Diode,Anomaly Detected,1,High,24,40,L,188.603125,19.471180375990947,train
16468,16468.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16468.jpg,No-Anomaly,Normal,0,Low,24,40,L,146.46666666666667,24.310083070382316,train
10785,10785.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10785.jpg,No-Anomaly,Normal,0,Low,24,40,L,164.48229166666667,13.869995304550896,train
15775,15775.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15775.jpg,No-Anomaly,Normal,0,Low,24,40,L,166.47916666666666,13.028637661150745,train
5147,5147.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5147.jpg,Cell,Anomaly Detected,1,High,24,40,L,155.42604166666666,27.67412203060705,train
754,754.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\754.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,161.30208333333334,23.494467341476845,train
15629,15629.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15629.jpg,No-Anomaly,Normal,0,Low,24,40,L,155.84791666666666,23.478265566115727,train
5330,5330.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5330.jpg,Cell,Anomaly Detected,1,High,24,40,L,131.63958333333332,19.880352943540064,train
913,913.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\913.jpg,Diode-Multi,Anomaly Detected,1,Critical,24,40,L,174.46354166666666,14.394686662906695,train
16973,16973.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16973.jpg,No-Anomaly,Normal,0,Low,24,40,L,115.91875,42.22382895677313,train
10455,10455.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10455.jpg,No-Anomaly,Normal,0,Low,24,40,L,155.9,35.223370556114205,train
10406,10406.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10406.jpg,No-Anomaly,Normal,0,Low,24,40,L,111.92916666666666,11.705197533811875,train
5263,5263.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5263.jpg,Cell,Anomaly Detected,1,High,24,40,L,113.97395833333333,15.948234912729285,train
12268,12268.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\12268.jpg,No-Anomaly,Normal,0,Low,24,40,L,161.52604166666666,15.63347599964887,train
15804,15804.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15804.jpg,No-Anomaly,Normal,0,Low,24,40,L,164.55520833333333,15.964057087927154,train
3788,3788.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3788.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,211.94375,23.18622441459943,train
15570,15570.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15570.jpg,No-Anomaly,Normal,0,Low,24,40,L,133.009375,7.855923695490874,train
6143,6143.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6143.jpg,Cell,Anomaly Detected,1,High,24,40,L,184.26145833333334,28.07915474523044,train
1352,1352.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1352.jpg,Diode,Anomaly Detected,1,High,24,40,L,113.88125,18.043248463183303,train
1722,1722.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\1722.jpg,Diode,Anomaly Detected,1,High,24,40,L,185.05729166666666,19.245612296441248,train
2738,2738.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2738.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,183.88020833333334,18.33601942325353,train
10391,10391.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10391.jpg,No-Anomaly,Normal,0,Low,24,40,L,115.103125,10.741410843136094,train
16098,16098.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16098.jpg,No-Anomaly,Normal,0,Low,24,40,L,163.79895833333333,7.81466296447031,train
15268,15268.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15268.jpg,No-Anomaly,Normal,0,Low,24,40,L,176.81145833333332,21.123270983442186,train
16908,16908.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16908.jpg,No-Anomaly,Normal,0,Low,24,40,L,135.60104166666667,19.168882090033243,train
5792,5792.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5792.jpg,Cell,Anomaly Detected,1,High,24,40,L,169.69895833333334,15.241596009438465,train
4147,4147.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\4147.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,123.89479166666666,33.10570780907623,train
14589,14589.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14589.jpg,No-Anomaly,Normal,0,Low,24,40,L,107.91979166666667,56.913629957652475,train
3045,3045.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3045.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,164.12395833333332,21.334299675989616,train
72,72.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\72.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,183.95833333333334,12.259194395319058,train
11852,11852.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11852.jpg,No-Anomaly,Normal,0,Low,24,40,L,97.628125,13.117269176587087,train
5331,5331.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5331.jpg,Cell,Anomaly Detected,1,High,24,40,L,142.1125,10.912142033074899,train
12514,12514.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\12514.jpg,No-Anomaly,Normal,0,Low,24,40,L,178.23958333333334,15.815831198297975,train
3649,3649.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3649.jpg,Cell-Multi,Anomaly Detected,1,Critical,24,40,L,180.934375,7.646136389884001,train
15553,15553.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15553.jpg,No-Anomaly,Normal,0,Low,24,40,L,124.07708333333333,27.36562426645984,train
476,476.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\476.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,179.06979166666667,27.360447501029604,train
8280,8280.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\8280.jpg,Soiling,Anomaly Detected,1,Moderate,24,40,L,186.065625,21.434125478452383,train
818,818.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\818.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,208.221875,17.94899430286764,train
11004,11004.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11004.jpg,No-Anomaly,Normal,0,Low,24,40,L,173.65833333333333,18.930903233132387,train
16707,16707.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16707.jpg,No-Anomaly,Normal,0,Low,24,40,L,116.9,18.83310471837645,train
11133,11133.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11133.jpg,No-Anomaly,Normal,0,Low,24,40,L,76.1,4.582848459200894,train
3154,3154.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3154.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,103.8,14.420746050973463,train
15102,15102.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15102.jpg,No-Anomaly,Normal,0,Low,24,40,L,150.903125,19.215824387755045,train
885,885.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\885.jpg,Diode-Multi,Anomaly Detected,1,Critical,24,40,L,171.70625,27.897527565553787,train
9974,9974.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9974.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,191.09270833333332,27.97228444070304,train
22,22.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\22.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,196.70520833333333,19.954781537431003,train
12466,12466.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\12466.jpg,No-Anomaly,Normal,0,Low,24,40,L,183.89166666666668,14.09169130689744,train
2090,2090.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2090.jpg,Diode,Anomaly Detected,1,High,24,40,L,198.72395833333334,14.611633812306227,train
16965,16965.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16965.jpg,No-Anomaly,Normal,0,Low,24,40,L,130.990625,21.587344759743882,train
10381,10381.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10381.jpg,No-Anomaly,Normal,0,Low,24,40,L,148.24166666666667,18.345808255717586,train
6693,6693.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6693.jpg,Cell,Anomaly Detected,1,High,24,40,L,202.87604166666668,9.21356840018733,train
17871,17871.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\17871.jpg,No-Anomaly,Normal,0,Low,24,40,L,170.31145833333332,20.41736071843266,train
14260,14260.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14260.jpg,No-Anomaly,Normal,0,Low,24,40,L,185.77604166666666,18.039333441074366,train
18194,18194.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18194.jpg,No-Anomaly,Normal,0,Low,24,40,L,143.009375,31.969042897403757,train
14787,14787.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14787.jpg,No-Anomaly,Normal,0,Low,24,40,L,145.42083333333332,24.95583564296914,train
10270,10270.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10270.jpg,No-Anomaly,Normal,0,Low,24,40,L,187.57291666666666,10.817467348062063,train
5047,5047.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5047.jpg,Cell,Anomaly Detected,1,High,24,40,L,178.56666666666666,11.357345885177379,train
13673,13673.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13673.jpg,No-Anomaly,Normal,0,Low,24,40,L,162.209375,26.308049220267957,train
938,938.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\938.jpg,Diode-Multi,Anomaly Detected,1,Critical,24,40,L,178.92395833333333,27.037232217781906,train
11113,11113.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\11113.jpg,No-Anomaly,Normal,0,Low,24,40,L,167.69375,13.249055096024774,train
10604,10604.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10604.jpg,No-Anomaly,Normal,0,Low,24,40,L,182.97083333333333,12.462493034657587,train
6767,6767.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\6767.jpg,Hot-Spot,Anomaly Detected,1,High,24,40,L,171.99583333333334,10.839356498683653,train
15521,15521.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\15521.jpg,No-Anomaly,Normal,0,Low,24,40,L,175.1,18.452484024289703,train
2981,2981.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\2981.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,184.81145833333332,32.977910440777336,train
14294,14294.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14294.jpg,No-Anomaly,Normal,0,Low,24,40,L,170.01145833333334,15.851619066831331,train
425,425.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\425.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,178.59895833333334,29.812689533959592,train
98,98.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\98.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,144.21041666666667,35.376597370197366,train
5632,5632.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\5632.jpg,Cell,Anomaly Detected,1,High,24,40,L,166.97291666666666,16.704393628415716,train
14973,14973.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14973.jpg,No-Anomaly,Normal,0,Low,24,40,L,113.23854166666666,10.8650037370724,train
17413,17413.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\17413.jpg,No-Anomaly,Normal,0,Low,24,40,L,178.60833333333332,21.1668159443555,train
9017,9017.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9017.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,180.60520833333334,23.853794552228596,train
13893,13893.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13893.jpg,No-Anomaly,Normal,0,Low,24,40,L,158.16666666666666,10.868596454413463,train
13760,13760.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\13760.jpg,No-Anomaly,Normal,0,Low,24,40,L,179.634375,12.880810405122354,train
3023,3023.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\3023.jpg,Shadowing,Anomaly Detected,1,Moderate,24,40,L,216.55625,10.048163311645567,train
9311,9311.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\9311.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,88.31666666666666,20.947696107739922,train
14784,14784.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14784.jpg,No-Anomaly,Normal,0,Low,24,40,L,142.03645833333334,19.85755848847647,train
8834,8834.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\8834.jpg,Vegetation,Anomaly Detected,1,Moderate,24,40,L,174.46041666666667,29.0779572842796,train
18029,18029.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\18029.jpg,No-Anomaly,Normal,0,Low,24,40,L,175.80520833333333,14.37969394226678,train
10310,10310.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\10310.jpg,No-Anomaly,Normal,0,Low,24,40,L,161.09375,18.12564833610557,train
14775,14775.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\14775.jpg,No-Anomaly,Normal,0,Low,24,40,L,66.64895833333334,7.990534697269257,train
16975,16975.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\16975.jpg,No-Anomaly,Normal,0,Low,24,40,L,116.55208333333333,10.678317001899483,train
383,383.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\383.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,118.15729166666667,15.143317040802648,train
640,640.jpg,data\raw\archive\2020-02-14_InfraredSolarModules\InfraredSolarModules\images\640.jpg,Offline-Module,Anomaly Detected,1,Critical,24,40,L,183.87291666666667,22.233760361809896,train
